user_date,activity_ activity inference,activity_user_x,audio_ audio inference,audio_user_y,conversation_duration(sec),conversation_user,dark_duration(sec),dark_user,phonecharge_duration(sec),phonecharge_user,phonelock_duration(sec),phonelock_user
u30_2013-05-30,443,u30,34924,u30,18327,u30,65900,u30,33830,u30,84502,u30
u30_2013-05-31,253,u30,27191,u30,21713,u30,,,5397,u30,5366,u30
u31_2013-03-27,678,u31,22845,u31,27201,u31,31888,u31,,,31017,u31
u31_2013-03-28,1354,u31,47462,u31,37551,u31,13941,u31,36213,u31,40780,u31
u31_2013-03-29,374,u31,25161,u31,21029,u31,15609,u31,19278,u31,12600,u31
u31_2013-03-30,1411,u31,17582,u31,13717,u31,12277,u31,22332,u31,25702,u31
u31_2013-03-31,4315,u31,45786,u31,27894,u31,39469,u31,9486,u31,31012,u31
u31_2013-04-01,1230,u31,21779,u31,23872,u31,11203,u31,13663,u31,12170,u31
u31_2013-04-02,701,u31,22355,u31,10892,u31,12184,u31,36834,u31,41440,u31
u31_2013-04-03,962,u31,35561,u31,36175,u31,28245,u31,27074,u31,8887,u31
u31_2013-04-04,805,u31,25761,u31,15552,u31,35370,u31,16028,u31,24480,u31
u31_2013-04-05,1561,u31,27687,u31,21752,u31,38248,u31,14358,u31,36067,u31
u31_2013-04-06,690,u31,28779,u31,21855,u31,35715,u31,33607,u31,8803,u31
u31_2013-04-07,969,u31,36660,u31,29669,u31,31635,u31,44808,u31,20453,u31
u31_2013-04-08,869,u31,23853,u31,22949,u31,32955,u31,13200,u31,9362,u31
u31_2013-04-09,955,u31,34070,u31,30244,u31,9323,u31,25335,u31,16341,u31
u31_2013-04-10,1078,u31,24705,u31,28181,u31,27407,u31,20931,u31,17058,u31
u31_2013-04-11,1585,u31,31104,u31,21315,u31,13011,u31,22413,u31,15193,u31
u31_2013-04-12,2028,u31,11678,u31,12225,u31,43455,u31,34698,u31,44601,u31
u31_2013-04-13,3336,u31,43066,u31,31951,u31,29245,u31,4130,u31,24766,u31
u31_2013-04-14,968,u31,27219,u31,31514,u31,24147,u31,25684,u31,13566,u31
u31_2013-04-15,817,u31,31170,u31,41124,u31,30367,u31,17520,u31,25566,u31
u31_2013-04-16,953,u31,35113,u31,30333,u31,34208,u31,3912,u31,10289,u31
u31_2013-04-17,1026,u31,29340,u31,30906,u31,24151,u31,21253,u31,18602,u31
u31_2013-04-18,1313,u31,31904,u31,26116,u31,40470,u31,24863,u31,13440,u31
u31_2013-04-19,495,u31,11257,u31,16192,u31,31494,u31,41088,u31,7020,u31
u31_2013-04-20,1102,u31,18732,u31,16366,u31,24455,u31,0,u31,15971,u31
u31_2013-04-21,1399,u31,39491,u31,35252,u31,29469,u31,22579,u31,16939,u31
u31_2013-04-22,921,u31,34973,u31,35175,u31,22735,u31,25302,u31,19064,u31
u31_2013-04-23,412,u31,12841,u31,9822,u31,45352,u31,20396,u31,49496,u31
u31_2013-04-24,725,u31,17651,u31,23912,u31,18439,u31,9264,u31,14740,u31
u31_2013-04-25,1264,u31,28582,u31,17842,u31,52049,u31,10534,u31,27962,u31
u31_2013-04-26,384,u31,2761,u31,3006,u31,63926,u31,17467,u31,44830,u31
u31_2013-04-27,594,u31,13497,u31,13357,u31,47261,u31,14822,u31,43141,u31
u31_2013-04-28,1318,u31,23757,u31,24445,u31,7603,u31,17591,u31,14761,u31
u31_2013-04-29,1153,u31,7969,u31,14328,u31,19519,u31,21367,u31,14149,u31
u31_2013-04-30,563,u31,25087,u31,19988,u31,37033,u31,3903,u31,32863,u31
u31_2013-05-01,882,u31,16762,u31,12272,u31,43196,u31,13601,u31,37990,u31
u31_2013-05-02,3728,u31,19024,u31,14452,u31,57250,u31,21632,u31,17530,u31
u31_2013-05-03,592,u31,4995,u31,2653,u31,87236,u31,0,u31,65591,u31
u31_2013-05-04,487,u31,31663,u31,23734,u31,24831,u31,0,u31,48485,u31
u31_2013-05-05,1680,u31,11288,u31,4942,u31,27478,u31,11966,u31,36318,u31
u31_2013-05-06,1192,u31,393,u31,9077,u31,20783,u31,17248,u31,4355,u31
u31_2013-05-07,1405,u31,29008,u31,22138,u31,42242,u31,22192,u31,40169,u31
u31_2013-05-08,886,u31,14763,u31,15098,u31,46473,u31,0,u31,6212,u31
u31_2013-05-09,1504,u31,27730,u31,20147,u31,34008,u31,34941,u31,19267,u31
u31_2013-05-10,3144,u31,26671,u31,17681,u31,51905,u31,17190,u31,62785,u31
u31_2013-05-11,619,u31,15755,u31,17226,u31,19340,u31,19289,u31,19959,u31
u31_2013-05-12,3747,u31,24556,u31,17557,u31,6217,u31,4240,u31,9797,u31
u31_2013-05-13,2216,u31,25286,u31,21060,u31,22649,u31,12919,u31,0,u31
u31_2013-05-14,984,u31,32617,u31,29011,u31,46756,u31,28832,u31,35112,u31
u31_2013-05-15,558,u31,15831,u31,18341,u31,56382,u31,0,u31,7061,u31
u31_2013-05-16,405,u31,10720,u31,3678,u31,38258,u31,0,u31,36442,u31
u31_2013-05-17,446,u31,9257,u31,5939,u31,19421,u31,0,u31,49874,u31
u31_2013-05-18,1776,u31,17551,u31,9865,u31,5111,u31,8480,u31,57417,u31
u31_2013-05-19,586,u31,18402,u31,15531,u31,58157,u31,0,u31,42522,u31
u31_2013-05-20,2509,u31,18748,u31,20668,u31,62147,u31,22749,u31,30482,u31
u31_2013-05-21,1929,u31,26749,u31,15980,u31,52126,u31,14591,u31,25366,u31
u31_2013-05-22,872,u31,14144,u31,18333,u31,52028,u31,21425,u31,30842,u31
u31_2013-05-23,264,u31,10708,u31,0,u31,0,u31,0,u31,0,u31
u31_2013-05-24,535,u31,13546,u31,17545,u31,10865,u31,0,u31,23751,u31
u31_2013-05-25,2520,u31,27745,u31,4497,u31,17458,u31,36569,u31,42282,u31
u31_2013-05-26,1210,u31,24873,u31,0,u31,18773,u31,33117,u31,11421,u31
u31_2013-05-27,1009,u31,19901,u31,0,u31,21536,u31,19050,u31,10045,u31
u31_2013-05-28,1869,u31,38132,u31,1130,u31,5649,u31,20971,u31,5005,u31
u31_2013-05-29,219,u31,16166,u31,1582,u31,13278,u31,8233,u31,37504,u31
u31_2013-05-30,138,u31,4604,u31,,,16211,u31,,,6416,u31
u32_2013-03-27,949,u32,26809,u32,42654,u32,70594,u32,35075,u32,64522,u32
u32_2013-03-28,2216,u32,53164,u32,34153,u32,71018,u32,30544,u32,75799,u32
u32_2013-03-29,501,u32,37422,u32,34000,u32,26888,u32,25102,u32,82597,u32
u32_2013-03-30,3088,u32,46877,u32,41909,u32,51883,u32,0,u32,46641,u32
u32_2013-03-31,3827,u32,54406,u32,29104,u32,31004,u32,44623,u32,58308,u32
u32_2013-04-01,531,u32,24567,u32,31412,u32,12528,u32,11047,u32,12901,u32
u32_2013-04-02,644,u32,22006,u32,18752,u32,54666,u32,32811,u32,63346,u32
u32_2013-04-03,1338,u32,40415,u32,42851,u32,59260,u32,29266,u32,69307,u32
u32_2013-04-04,936,u32,32485,u32,27508,u32,71352,u32,24497,u32,53708,u32
u32_2013-04-05,782,u32,24960,u32,24648,u32,53648,u32,0,u32,21475,u32
u32_2013-04-06,1632,u32,53071,u32,35322,u32,0,u32,10595,u32,25277,u32
u32_2013-04-07,352,u32,33901,u32,28896,u32,51733,u32,45033,u32,51135,u32
u32_2013-04-08,473,u32,22135,u32,22014,u32,57611,u32,27215,u32,55092,u32
u32_2013-04-09,746,u32,35162,u32,37346,u32,17111,u32,30680,u32,64716,u32
u32_2013-04-10,1150,u32,48578,u32,49588,u32,17190,u32,28237,u32,67677,u32
u32_2013-04-11,1617,u32,48960,u32,33836,u32,70886,u32,28462,u32,74712,u32
u32_2013-04-12,1942,u32,50953,u32,33458,u32,5591,u32,27634,u32,53369,u32
u32_2013-04-13,677,u32,21004,u32,37508,u32,0,u32,0,u32,0,u32
u32_2013-04-14,0,u32,0,u32,27708,u32,0,u32,0,u32,0,u32
u32_2013-04-15,0,u32,0,u32,19562,u32,0,u32,0,u32,0,u32
u32_2013-04-16,0,u32,0,u32,20340,u32,6512,u32,0,u32,8502,u32
u32_2013-04-17,698,u32,22500,u32,10341,u32,30366,u32,31346,u32,80664,u32
u32_2013-04-18,1819,u32,129,u32,11056,u32,56848,u32,30808,u32,73038,u32
u32_2013-04-19,1955,u32,42246,u32,35143,u32,6767,u32,11701,u32,63391,u32
u32_2013-04-20,922,u32,45935,u32,32295,u32,67768,u32,63132,u32,55026,u32
u32_2013-04-21,256,u32,31409,u32,34608,u32,42657,u32,23482,u32,45086,u32
u32_2013-04-22,1157,u32,45751,u32,32445,u32,4077,u32,0,u32,81729,u32
u32_2013-04-23,1547,u32,16471,u32,18479,u32,4554,u32,0,u32,37556,u32
u32_2013-04-24,1395,u32,37563,u32,21984,u32,71563,u32,24903,u32,59881,u32
u32_2013-04-25,1397,u32,30609,u32,32689,u32,19739,u32,0,u32,37423,u32
u32_2013-04-26,1448,u32,50451,u32,43395,u32,61794,u32,34614,u32,66770,u32
u32_2013-04-27,1872,u32,61015,u32,35249,u32,10996,u32,23894,u32,10025,u32
u32_2013-04-28,448,u32,33976,u32,28564,u32,41018,u32,41111,u32,39773,u32
u32_2013-04-29,1979,u32,11726,u32,0,u32,53166,u32,35086,u32,48001,u32
u32_2013-04-30,651,u32,844,u32,0,u32,60259,u32,0,u32,64056,u32
u32_2013-05-01,1734,u32,0,u32,0,u32,62824,u32,6876,u32,31886,u32
u32_2013-05-02,1133,u32,378,u32,0,u32,39733,u32,34402,u32,65951,u32
u32_2013-05-03,1199,u32,0,u32,0,u32,0,u32,0,u32,0,u32
u32_2013-05-04,51,u32,0,u32,0,u32,0,u32,0,u32,0,u32
u32_2013-05-05,82,u32,6918,u32,18678,u32,46905,u32,29767,u32,57973,u32
u32_2013-05-06,671,u32,21683,u32,19596,u32,57292,u32,30472,u32,55780,u32
u32_2013-05-07,1137,u32,41012,u32,25254,u32,85196,u32,45770,u32,91378,u32
u32_2013-05-08,805,u32,26801,u32,30889,u32,55877,u32,31901,u32,66750,u32
u32_2013-05-09,768,u32,21761,u32,20877,u32,59137,u32,26631,u32,100362,u32
u32_2013-05-10,1321,u32,37704,u32,25349,u32,0,u32,34339,u32,47606,u32
u32_2013-05-11,4167,u32,26398,u32,20628,u32,0,u32,10939,u32,0,u32
u32_2013-05-12,4476,u32,52622,u32,28746,u32,25364,u32,12181,u32,26715,u32
u32_2013-05-13,474,u32,22842,u32,10016,u32,11181,u32,8940,u32,23791,u32
u32_2013-05-14,533,u32,5321,u32,0,u32,0,u32,0,u32,44227,u32
u32_2013-05-15,1274,u32,0,u32,0,u32,13702,u32,0,u32,48253,u32
u32_2013-05-16,2044,u32,0,u32,0,u32,5672,u32,9680,u32,77783,u32
u32_2013-05-17,2576,u32,0,u32,25197,u32,6553,u32,0,u32,0,u32
u32_2013-05-18,2133,u32,55902,u32,22529,u32,58618,u32,44195,u32,60459,u32
u32_2013-05-19,380,u32,24240,u32,20133,u32,14264,u32,6049,u32,31317,u32
u32_2013-05-20,1323,u32,29420,u32,32912,u32,52952,u32,27876,u32,56673,u32
u32_2013-05-21,501,u32,25342,u32,25850,u32,55208,u32,48204,u32,56620,u32
u32_2013-05-22,961,u32,49679,u32,40100,u32,69281,u32,31846,u32,74654,u32
u32_2013-05-23,3151,u32,62598,u32,36789,u32,0,u32,8591,u32,0,u32
u32_2013-05-24,1785,u32,54681,u32,45245,u32,27588,u32,11634,u32,10269,u32
u32_2013-05-25,892,u32,52052,u32,40865,u32,41710,u32,33721,u32,22836,u32
u32_2013-05-26,4536,u32,67137,u32,21027,u32,35576,u32,8337,u32,5288,u32
u32_2013-05-27,969,u32,20805,u32,42068,u32,37730,u32,41601,u32,13612,u32
u32_2013-05-28,1584,u32,50283,u32,49431,u32,46652,u32,46087,u32,32067,u32
u32_2013-05-29,1591,u32,57399,u32,24351,u32,15379,u32,0,u32,3908,u32
u32_2013-05-30,701,u32,13645,u32,,,26990,u32,34323,u32,80211,u32
u32_2013-05-31,808,u32,0,u32,,,,,,,15198,u32
u33_2013-03-27,520,u33,9260,u33,8737,u33,23092,u33,,,,
u33_2013-03-28,1437,u33,27,u33,0,u33,46224,u33,38420,u33,62347,u33
u33_2013-03-29,740,u33,24563,u33,17958,u33,85180,u33,25309,u33,21198,u33
u33_2013-03-30,909,u33,23354,u33,14100,u33,57426,u33,25513,u33,76989,u33
u33_2013-03-31,1549,u33,27410,u33,23497,u33,44862,u33,29696,u33,28278,u33
u33_2013-04-01,541,u33,15358,u33,8725,u33,17330,u33,21971,u33,50388,u33
u33_2013-04-02,780,u33,33517,u33,27827,u33,53227,u33,22491,u33,47489,u33
u33_2013-04-03,560,u33,9707,u33,4944,u33,54167,u33,9123,u33,72552,u33
u33_2013-04-04,742,u33,29360,u33,21844,u33,56823,u33,51529,u33,32873,u33
u33_2013-04-05,596,u33,23395,u33,14049,u33,15601,u33,39237,u33,20428,u33
u33_2013-04-06,507,u33,19643,u33,14460,u33,60550,u33,21179,u33,29151,u33
u33_2013-04-07,768,u33,36368,u33,27807,u33,51797,u33,46647,u33,28344,u33
u33_2013-04-08,462,u33,17162,u33,11147,u33,19982,u33,30978,u33,52607,u33
u33_2013-04-09,664,u33,29800,u33,23992,u33,55997,u33,43683,u33,11678,u33
u33_2013-04-10,1199,u33,36493,u33,27613,u33,9490,u33,22234,u33,44911,u33
u33_2013-04-11,689,u33,36484,u33,25620,u33,49052,u33,33747,u33,30253,u33
u33_2013-04-12,351,u33,13642,u33,10037,u33,18220,u33,0,u33,23959,u33
u33_2013-04-13,278,u33,2659,u33,1108,u33,68525,u33,11662,u33,47380,u33
u33_2013-04-14,589,u33,18187,u33,18523,u33,53361,u33,58067,u33,29233,u33
u33_2013-04-15,1014,u33,28384,u33,18105,u33,11219,u33,19371,u33,22920,u33
u33_2013-04-16,750,u33,29217,u33,24755,u33,50116,u33,0,u33,16851,u33
u33_2013-04-17,1273,u33,30531,u33,23793,u33,16346,u33,10242,u33,19855,u33
u33_2013-04-18,778,u33,34961,u33,27333,u33,75062,u33,29207,u33,51975,u33
u33_2013-04-19,947,u33,19519,u33,11871,u33,0,u33,22783,u33,18968,u33
u33_2013-04-20,230,u33,3393,u33,574,u33,8636,u33,0,u33,24635,u33
u33_2013-04-21,960,u33,31471,u33,26158,u33,65880,u33,28759,u33,37261,u33
u33_2013-04-22,919,u33,23337,u33,17061,u33,30534,u33,26871,u33,27770,u33
u33_2013-04-23,852,u33,18471,u33,14803,u33,39095,u33,63392,u33,6676,u33
u33_2013-04-24,723,u33,17130,u33,10441,u33,53436,u33,32721,u33,38871,u33
u33_2013-04-25,625,u33,27960,u33,22981,u33,31222,u33,4907,u33,41996,u33
u33_2013-04-26,1731,u33,61332,u33,37174,u33,13611,u33,13890,u33,15760,u33
u33_2013-04-27,1423,u33,54605,u33,43952,u33,81396,u33,0,u33,28946,u33
u33_2013-04-28,551,u33,18639,u33,14756,u33,56914,u33,29887,u33,60872,u33
u33_2013-04-29,590,u33,13139,u33,8408,u33,50995,u33,41463,u33,8369,u33
u33_2013-04-30,1450,u33,33869,u33,24241,u33,63070,u33,17871,u33,18738,u33
u33_2013-05-01,570,u33,13806,u33,6736,u33,67934,u33,41777,u33,33346,u33
u33_2013-05-02,668,u33,28867,u33,21904,u33,15610,u33,0,u33,52811,u33
u33_2013-05-03,1197,u33,41789,u33,31328,u33,58693,u33,18081,u33,44163,u33
u33_2013-05-04,455,u33,21058,u33,13395,u33,41815,u33,27062,u33,11109,u33
u33_2013-05-05,1346,u33,44161,u33,28464,u33,73275,u33,0,u33,58713,u33
u33_2013-05-06,676,u33,24669,u33,10563,u33,66398,u33,35796,u33,28776,u33
u33_2013-05-07,757,u33,35397,u33,27629,u33,42716,u33,39875,u33,37769,u33
u33_2013-05-08,626,u33,29340,u33,20484,u33,36425,u33,26047,u33,41784,u33
u33_2013-05-09,577,u33,25542,u33,22337,u33,57255,u33,20442,u33,19861,u33
u33_2013-05-10,1736,u33,56454,u33,34431,u33,35071,u33,0,u33,75521,u33
u33_2013-05-11,2090,u33,57850,u33,36867,u33,67849,u33,4426,u33,48665,u33
u33_2013-05-12,1561,u33,32909,u33,25448,u33,73680,u33,23812,u33,82986,u33
u33_2013-05-13,707,u33,23591,u33,12731,u33,43642,u33,20278,u33,37483,u33
u33_2013-05-14,167,u33,2552,u33,1357,u33,29728,u33,21735,u33,60329,u33
u33_2013-05-15,293,u33,2984,u33,1826,u33,19257,u33,28073,u33,61669,u33
u33_2013-05-16,676,u33,28344,u33,18886,u33,53063,u33,47198,u33,45349,u33
u33_2013-05-17,507,u33,12733,u33,5273,u33,0,u33,,,22389,u33
u33_2013-05-18,0,u33,0,u33,,,0,u33,,,0,u33
u33_2013-05-19,0,u33,0,u33,,,0,u33,,,0,u33
u33_2013-05-20,0,u33,0,u33,,,0,u33,,,0,u33
u33_2013-05-21,0,u33,0,u33,,,5315,u33,,,0,u33
u33_2013-05-22,259,u33,11744,u33,,,,,,,0,u33
u33_2013-05-23,0,u33,0,u33,,,,,,,0,u33
u33_2013-05-24,0,u33,0,u33,,,,,,,0,u33
u33_2013-05-25,0,u33,0,u33,,,,,,,0,u33
u33_2013-05-26,0,u33,0,u33,,,,,,,0,u33
u33_2013-05-27,0,u33,0,u33,,,,,,,0,u33
u33_2013-05-28,0,u33,0,u33,,,,,,,0,u33
u33_2013-05-29,1956,u33,8379,u33,,,,,,,7821,u33
u34_2013-03-27,1106,u34,16540,u34,18392,u34,44806,u34,8651,u34,49105,u34
u34_2013-03-28,1545,u34,35885,u34,30407,u34,0,u34,0,u34,0,u34
u34_2013-03-29,800,u34,12693,u34,4134,u34,0,u34,0,u34,0,u34
u34_2013-03-30,0,u34,0,u34,4873,u34,22362,u34,0,u34,48623,u34
u34_2013-03-31,1196,u34,49995,u34,43440,u34,13657,u34,33776,u34,64334,u34
u34_2013-04-01,1428,u34,32698,u34,30583,u34,39923,u34,10625,u34,22275,u34
u34_2013-04-02,1786,u34,38203,u34,42008,u34,58161,u34,11058,u34,62981,u34
u34_2013-04-03,2329,u34,20037,u34,13240,u34,23134,u34,0,u34,22886,u34
u34_2013-04-04,11837,u34,24419,u34,24797,u34,9340,u34,22778,u34,21649,u34
u34_2013-04-05,4570,u34,32501,u34,26186,u34,40683,u34,0,u34,34784,u34
u34_2013-04-06,3807,u34,48886,u34,35382,u34,0,u34,0,u34,0,u34
u34_2013-04-07,686,u34,8879,u34,3377,u34,12426,u34,19521,u34,0,u34
u34_2013-04-08,1691,u34,22221,u34,20966,u34,32526,u34,0,u34,37422,u34
u34_2013-04-09,2808,u34,31630,u34,30734,u34,0,u34,0,u34,0,u34
u34_2013-04-10,0,u34,8,u34,0,u34,10932,u34,0,u34,0,u34
u34_2013-04-11,1318,u34,31454,u34,25600,u34,6381,u34,17776,u34,0,u34
u34_2013-04-12,1431,u34,24946,u34,21153,u34,34409,u34,0,u34,0,u34
u34_2013-04-13,1830,u34,16884,u34,10518,u34,0,u34,0,u34,0,u34
u34_2013-04-14,0,u34,0,u34,0,u34,34972,u34,20430,u34,22043,u34
u34_2013-04-15,12534,u34,17003,u34,13242,u34,0,u34,0,u34,0,u34
u34_2013-04-16,984,u34,1490,u34,0,u34,0,u34,0,u34,0,u34
u34_2013-04-17,4668,u34,12272,u34,8804,u34,0,u34,0,u34,0,u34
u34_2013-04-18,801,u34,30376,u34,18023,u34,15867,u34,0,u34,15843,u34
u34_2013-04-19,6725,u34,29740,u34,22641,u34,0,u34,0,u34,0,u34
u34_2013-04-20,899,u34,17745,u34,15005,u34,0,u34,0,u34,0,u34
u34_2013-04-21,1397,u34,40,u34,0,u34,4188,u34,36788,u34,0,u34
u34_2013-04-22,4705,u34,15711,u34,16554,u34,0,u34,0,u34,0,u34
u34_2013-04-23,799,u34,14413,u34,12887,u34,0,u34,0,u34,0,u34
u34_2013-04-24,881,u34,11279,u34,9968,u34,0,u34,0,u34,0,u34
u34_2013-04-25,0,u34,0,u34,0,u34,0,u34,0,u34,0,u34
u34_2013-04-26,0,u34,0,u34,0,u34,3910,u34,15476,u34,0,u34
u34_2013-04-27,2438,u34,10075,u34,14381,u34,23876,u34,10425,u34,0,u34
u34_2013-04-28,946,u34,25431,u34,33894,u34,20710,u34,9248,u34,4421,u34
u34_2013-04-29,1407,u34,37558,u34,22962,u34,12857,u34,0,u34,0,u34
u34_2013-04-30,109,u34,3084,u34,0,u34,0,u34,0,u34,0,u34
u34_2013-05-01,0,u34,0,u34,0,u34,0,u34,0,u34,0,u34
u34_2013-05-02,0,u34,0,u34,0,u34,0,u34,0,u34,0,u34
u34_2013-05-03,0,u34,0,u34,0,u34,0,u34,0,u34,0,u34
u34_2013-05-04,0,u34,0,u34,0,u34,0,u34,0,u34,0,u34
u34_2013-05-05,0,u34,0,u34,0,u34,0,u34,0,u34,0,u34
u34_2013-05-06,89,u34,1521,u34,757,u34,16989,u34,21793,u34,0,u34
u34_2013-05-07,146,u34,10462,u34,15226,u34,0,u34,0,u34,15114,u34
u34_2013-05-08,945,u34,13653,u34,5676,u34,0,u34,0,u34,0,u34
u34_2013-05-09,0,u34,23,u34,61,u34,4647,u34,0,u34,4948,u34
u34_2013-05-10,240,u34,11358,u34,16253,u34,0,u34,0,u34,0,u34
u34_2013-05-11,1327,u34,17782,u34,15567,u34,4443,u34,0,u34,4276,u34
u34_2013-05-12,1117,u34,23728,u34,10116,u34,57919,u34,42383,u34,53344,u34
u34_2013-05-13,358,u34,14480,u34,17681,u34,12333,u34,0,u34,14395,u34
u34_2013-05-14,1519,u34,23233,u34,27671,u34,0,u34,0,u34,0,u34
u34_2013-05-15,870,u34,13810,u34,4214,u34,0,u34,0,u34,0,u34
u34_2013-05-16,0,u34,0,u34,0,u34,0,u34,0,u34,0,u34
u34_2013-05-17,0,u34,0,u34,0,u34,0,u34,0,u34,0,u34
u34_2013-05-18,0,u34,0,u34,0,u34,0,u34,8356,u34,8180,u34
u34_2013-05-19,2683,u34,17315,u34,7307,u34,0,u34,9747,u34,0,u34
u34_2013-05-20,589,u34,3942,u34,2440,u34,0,u34,0,u34,0,u34
u34_2013-05-21,233,u34,10099,u34,,,0,u34,0,u34,0,u34
u34_2013-05-22,0,u34,0,u34,,,0,u34,0,u34,0,u34
u34_2013-05-23,0,u34,0,u34,,,0,u34,0,u34,0,u34
u34_2013-05-24,0,u34,0,u34,,,0,u34,4774,u34,0,u34
u34_2013-05-25,585,u34,7509,u34,,,0,u34,0,u34,0,u34
u34_2013-05-26,664,u34,5752,u34,,,5689,u34,16329,u34,14915,u34
u34_2013-05-27,2012,u34,25127,u34,,,4546,u34,,,,
u34_2013-05-28,982,u34,28214,u34,,,,,,,,
u34_2013-05-29,0,u34,49,u34,,,,,,,,
u35_2013-03-27,6,u35,2385,u35,2542,u35,,,,,,
u35_2013-03-28,214,u35,9675,u35,15499,u35,86637,u35,,,79374,u35
u35_2013-03-29,619,u35,18768,u35,11440,u35,9522,u35,29425,u35,32841,u35
u35_2013-03-30,780,u35,19385,u35,18827,u35,10451,u35,5884,u35,31504,u35
u35_2013-03-31,57,u35,1155,u35,4744,u35,33683,u35,34221,u35,67553,u35
u35_2013-04-01,237,u35,18142,u35,19972,u35,25629,u35,0,u35,86833,u35
u35_2013-04-02,1280,u35,35991,u35,34403,u35,22626,u35,28816,u35,76113,u35
u35_2013-04-03,765,u35,16226,u35,11339,u35,0,u35,11974,u35,55468,u35
u35_2013-04-04,571,u35,12695,u35,18848,u35,20111,u35,0,u35,75354,u35
u35_2013-04-05,1110,u35,29561,u35,21407,u35,0,u35,0,u35,12443,u35
u35_2013-04-06,1878,u35,28680,u35,20947,u35,0,u35,0,u35,23487,u35
u35_2013-04-07,1,u35,1625,u35,6112,u35,9091,u35,32200,u35,15071,u35
u35_2013-04-08,1097,u35,25751,u35,15803,u35,49663,u35,0,u35,54023,u35
u35_2013-04-09,1709,u35,25393,u35,18449,u35,0,u35,0,u35,0,u35
u35_2013-04-10,1762,u35,25551,u35,20333,u35,27785,u35,16149,u35,75434,u35
u35_2013-04-11,1612,u35,30623,u35,19512,u35,0,u35,0,u35,23523,u35
u35_2013-04-12,224,u35,11903,u35,13069,u35,0,u35,20502,u35,10463,u35
u35_2013-04-13,908,u35,18551,u35,15967,u35,31209,u35,0,u35,0,u35
u35_2013-04-14,667,u35,6086,u35,3109,u35,0,u35,6253,u35,0,u35
u35_2013-04-15,330,u35,2128,u35,494,u35,0,u35,19477,u35,20855,u35
u35_2013-04-16,1917,u35,19052,u35,12894,u35,14614,u35,0,u35,14468,u35
u35_2013-04-17,1630,u35,17286,u35,8113,u35,0,u35,0,u35,42495,u35
u35_2013-04-18,1634,u35,26079,u35,13759,u35,10579,u35,0,u35,51215,u35
u35_2013-04-19,1093,u35,19351,u35,12094,u35,0,u35,33506,u35,8826,u35
u35_2013-04-20,0,u35,894,u35,1582,u35,7111,u35,0,u35,19309,u35
u35_2013-04-21,1749,u35,18326,u35,7460,u35,17574,u35,7456,u35,26229,u35
u35_2013-04-22,853,u35,18051,u35,19450,u35,0,u35,36367,u35,41061,u35
u35_2013-04-23,1663,u35,24819,u35,14695,u35,14621,u35,0,u35,15116,u35
u35_2013-04-24,1508,u35,20772,u35,11548,u35,0,u35,0,u35,14096,u35
u35_2013-04-25,0,u35,958,u35,917,u35,0,u35,0,u35,0,u35
u35_2013-04-26,0,u35,343,u35,151,u35,0,u35,0,u35,3836,u35
u35_2013-04-27,1233,u35,15974,u35,17578,u35,4409,u35,40625,u35,0,u35
u35_2013-04-28,1370,u35,21854,u35,31439,u35,4844,u35,33260,u35,0,u35
u35_2013-04-29,1082,u35,23536,u35,10580,u35,0,u35,0,u35,31372,u35
u35_2013-04-30,0,u35,1592,u35,1492,u35,9909,u35,0,u35,11445,u35
u35_2013-05-01,1419,u35,28737,u35,22234,u35,0,u35,0,u35,16891,u35
u35_2013-05-02,141,u35,2906,u35,242,u35,0,u35,0,u35,0,u35
u35_2013-05-03,1,u35,930,u35,847,u35,0,u35,0,u35,0,u35
u35_2013-05-04,851,u35,16310,u35,18563,u35,22288,u35,19048,u35,15934,u35
u35_2013-05-05,107,u35,979,u35,2763,u35,10085,u35,0,u35,9964,u35
u35_2013-05-06,796,u35,19931,u35,16927,u35,4904,u35,7872,u35,36408,u35
u35_2013-05-07,1118,u35,24185,u35,20194,u35,4507,u35,0,u35,0,u35
u35_2013-05-08,0,u35,1273,u35,1421,u35,4487,u35,10610,u35,0,u35
u35_2013-05-09,0,u35,320,u35,3388,u35,19420,u35,0,u35,20285,u35
u35_2013-05-10,825,u35,15478,u35,11760,u35,20062,u35,10918,u35,19339,u35
u35_2013-05-11,1443,u35,22501,u35,20607,u35,0,u35,11887,u35,0,u35
u35_2013-05-12,815,u35,23377,u35,12145,u35,4414,u35,11546,u35,18408,u35
u35_2013-05-13,123,u35,11913,u35,14059,u35,0,u35,0,u35,30106,u35
u35_2013-05-14,150,u35,2169,u35,4984,u35,0,u35,30907,u35,20987,u35
u35_2013-05-15,1338,u35,34524,u35,20836,u35,34749,u35,23619,u35,0,u35
u35_2013-05-16,0,u35,2446,u35,2692,u35,0,u35,0,u35,0,u35
u35_2013-05-17,0,u35,776,u35,242,u35,0,u35,0,u35,0,u35
u35_2013-05-18,6,u35,279,u35,716,u35,16303,u35,0,u35,4492,u35
u35_2013-05-19,713,u35,22862,u35,13130,u35,0,u35,6466,u35,8473,u35
u35_2013-05-20,222,u35,15384,u35,18054,u35,0,u35,0,u35,0,u35
u35_2013-05-21,0,u35,1039,u35,1410,u35,0,u35,0,u35,0,u35
u35_2013-05-22,0,u35,514,u35,402,u35,0,u35,0,u35,0,u35
u35_2013-05-23,0,u35,206,u35,2299,u35,0,u35,0,u35,12107,u35
